STATE|STATEFP|COUNTYFP|COUNTYNAME|VTDST|VTDNAME
PR|72|139|Trujillo Alto Municipio|0109.8|Voting District 0109.8
PR|72|139|Trujillo Alto Municipio|0110.1|Voting District 0110.1
PR|72|139|Trujillo Alto Municipio|0110.2|Voting District 0110.2
PR|72|139|Trujillo Alto Municipio|0110.3|Voting District 0110.3
PR|72|139|Trujillo Alto Municipio|0110.4|Voting District 0110.4
PR|72|139|Trujillo Alto Municipio|0110.5|Voting District 0110.5
PR|72|139|Trujillo Alto Municipio|0110.6|Voting District 0110.6
PR|72|139|Trujillo Alto Municipio|0110.7|Voting District 0110.7
PR|72|139|Trujillo Alto Municipio|0110.8|Voting District 0110.8
PR|72|139|Trujillo Alto Municipio|0110.9|Voting District 0110.9
PR|72|139|Trujillo Alto Municipio|110.10|Voting District 110.10
PR|72|139|Trujillo Alto Municipio|110.11|Voting District 110.11
PR|72|141|Utuado Municipio|0054.1|Voting District 0054.1
PR|72|141|Utuado Municipio|0054.2|Voting District 0054.2
PR|72|141|Utuado Municipio|0054.3|Voting District 0054.3
PR|72|141|Utuado Municipio|0054.4|Voting District 0054.4
PR|72|141|Utuado Municipio|0054.5|Voting District 0054.5
PR|72|141|Utuado Municipio|0054.6|Voting District 0054.6
PR|72|141|Utuado Municipio|0054.7|Voting District 0054.7
PR|72|141|Utuado Municipio|0054.8|Voting District 0054.8
PR|72|141|Utuado Municipio|0054.9|Voting District 0054.9
PR|72|141|Utuado Municipio|054.10|Voting District 054.10
PR|72|141|Utuado Municipio|054.11|Voting District 054.11
PR|72|141|Utuado Municipio|054.12|Voting District 054.12
PR|72|141|Utuado Municipio|054.13|Voting District 054.13
PR|72|141|Utuado Municipio|054.14|Voting District 054.14
PR|72|141|Utuado Municipio|054.15|Voting District 054.15
PR|72|141|Utuado Municipio|054.16|Voting District 054.16
PR|72|141|Utuado Municipio|054.17|Voting District 054.17
PR|72|141|Utuado Municipio|054.18|Voting District 054.18
PR|72|141|Utuado Municipio|054.19|Voting District 054.19
PR|72|141|Utuado Municipio|054.20|Voting District 054.20
PR|72|143|Vega Alta Municipio|0016.1|Voting District 0016.1
PR|72|143|Vega Alta Municipio|0016.2|Voting District 0016.2
PR|72|143|Vega Alta Municipio|0016.3|Voting District 0016.3
PR|72|143|Vega Alta Municipio|0016.4|Voting District 0016.4
PR|72|143|Vega Alta Municipio|0016.5|Voting District 0016.5
PR|72|143|Vega Alta Municipio|0016.6|Voting District 0016.6
PR|72|143|Vega Alta Municipio|0016.7|Voting District 0016.7
PR|72|143|Vega Alta Municipio|0016.8|Voting District 0016.8
PR|72|143|Vega Alta Municipio|0016.9|Voting District 0016.9
PR|72|143|Vega Alta Municipio|0017.1|Voting District 0017.1
PR|72|143|Vega Alta Municipio|0017.2|Voting District 0017.2
PR|72|143|Vega Alta Municipio|0017.3|Voting District 0017.3
PR|72|143|Vega Alta Municipio|0017.4|Voting District 0017.4
PR|72|143|Vega Alta Municipio|0017.5|Voting District 0017.5
PR|72|143|Vega Alta Municipio|016.10|Voting District 016.10
PR|72|143|Vega Alta Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|145|Vega Baja Municipio|0018.1|Voting District 0018.1
PR|72|145|Vega Baja Municipio|0018.2|Voting District 0018.2
PR|72|145|Vega Baja Municipio|0018.3|Voting District 0018.3
PR|72|145|Vega Baja Municipio|0018.4|Voting District 0018.4
PR|72|145|Vega Baja Municipio|0018.5|Voting District 0018.5
PR|72|145|Vega Baja Municipio|0018.6|Voting District 0018.6
PR|72|145|Vega Baja Municipio|0018.7|Voting District 0018.7
PR|72|145|Vega Baja Municipio|0018.8|Voting District 0018.8
PR|72|145|Vega Baja Municipio|0018.9|Voting District 0018.9
PR|72|145|Vega Baja Municipio|0019.1|Voting District 0019.1
PR|72|145|Vega Baja Municipio|0019.2|Voting District 0019.2
PR|72|145|Vega Baja Municipio|0019.3|Voting District 0019.3
PR|72|145|Vega Baja Municipio|0019.4|Voting District 0019.4
PR|72|145|Vega Baja Municipio|0019.5|Voting District 0019.5
PR|72|145|Vega Baja Municipio|0019.6|Voting District 0019.6
PR|72|145|Vega Baja Municipio|0019.7|Voting District 0019.7
PR|72|145|Vega Baja Municipio|0019.8|Voting District 0019.8
PR|72|145|Vega Baja Municipio|0019.9|Voting District 0019.9
PR|72|145|Vega Baja Municipio|018.10|Voting District 018.10
PR|72|145|Vega Baja Municipio|019.10|Voting District 019.10
PR|72|145|Vega Baja Municipio|019.11|Voting District 019.11
PR|72|145|Vega Baja Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|147|Vieques Municipio|0096.1|Voting District 0096.1
PR|72|147|Vieques Municipio|0096.2|Voting District 0096.2
PR|72|147|Vieques Municipio|0096.3|Voting District 0096.3
PR|72|147|Vieques Municipio|0096.4|Voting District 0096.4
PR|72|147|Vieques Municipio|0096.5|Voting District 0096.5
PR|72|147|Vieques Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|149|Villalba Municipio|0065.1|Voting District 0065.1
PR|72|149|Villalba Municipio|0065.2|Voting District 0065.2
PR|72|149|Villalba Municipio|0065.3|Voting District 0065.3
PR|72|149|Villalba Municipio|0065.4|Voting District 0065.4
PR|72|149|Villalba Municipio|0065.5|Voting District 0065.5
PR|72|149|Villalba Municipio|0065.6|Voting District 0065.6
PR|72|149|Villalba Municipio|0065.7|Voting District 0065.7
PR|72|149|Villalba Municipio|0065.8|Voting District 0065.8
PR|72|149|Villalba Municipio|0065.9|Voting District 0065.9
PR|72|149|Villalba Municipio|065.10|Voting District 065.10
PR|72|149|Villalba Municipio|065.11|Voting District 065.11
PR|72|149|Villalba Municipio|065.12|Voting District 065.12
PR|72|149|Villalba Municipio|065.13|Voting District 065.13
PR|72|149|Villalba Municipio|065.14|Voting District 065.14
PR|72|149|Villalba Municipio|065.15|Voting District 065.15
PR|72|149|Villalba Municipio|065.16|Voting District 065.16
PR|72|149|Villalba Municipio|065.17|Voting District 065.17
PR|72|151|Yabucoa Municipio|0093.1|Voting District 0093.1
PR|72|151|Yabucoa Municipio|0093.2|Voting District 0093.2
PR|72|151|Yabucoa Municipio|0093.3|Voting District 0093.3
PR|72|151|Yabucoa Municipio|0093.4|Voting District 0093.4
PR|72|151|Yabucoa Municipio|0093.5|Voting District 0093.5
PR|72|151|Yabucoa Municipio|0093.6|Voting District 0093.6
PR|72|151|Yabucoa Municipio|0093.7|Voting District 0093.7
PR|72|151|Yabucoa Municipio|0093.8|Voting District 0093.8
PR|72|151|Yabucoa Municipio|0093.9|Voting District 0093.9
PR|72|151|Yabucoa Municipio|093.10|Voting District 093.10
PR|72|151|Yabucoa Municipio|093.11|Voting District 093.11
PR|72|151|Yabucoa Municipio|093.12|Voting District 093.12
PR|72|151|Yabucoa Municipio|093.13|Voting District 093.13
PR|72|151|Yabucoa Municipio|093.14|Voting District 093.14
PR|72|151|Yabucoa Municipio|093.15|Voting District 093.15
PR|72|151|Yabucoa Municipio|093.16|Voting District 093.16
PR|72|151|Yabucoa Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|153|Yauco Municipio|0051.1|Voting District 0051.1
PR|72|153|Yauco Municipio|0051.2|Voting District 0051.2
PR|72|153|Yauco Municipio|0051.3|Voting District 0051.3
PR|72|153|Yauco Municipio|0051.4|Voting District 0051.4
PR|72|153|Yauco Municipio|0051.5|Voting District 0051.5
PR|72|153|Yauco Municipio|0051.6|Voting District 0051.6
PR|72|153|Yauco Municipio|0051.7|Voting District 0051.7
PR|72|153|Yauco Municipio|0051.8|Voting District 0051.8
PR|72|153|Yauco Municipio|0051.9|Voting District 0051.9
PR|72|153|Yauco Municipio|0052.1|Voting District 0052.1
PR|72|153|Yauco Municipio|0052.2|Voting District 0052.2
PR|72|153|Yauco Municipio|0052.3|Voting District 0052.3
PR|72|153|Yauco Municipio|0052.4|Voting District 0052.4
PR|72|153|Yauco Municipio|0052.5|Voting District 0052.5
PR|72|153|Yauco Municipio|0052.6|Voting District 0052.6
PR|72|153|Yauco Municipio|0052.7|Voting District 0052.7
PR|72|153|Yauco Municipio|0052.8|Voting District 0052.8
PR|72|153|Yauco Municipio|0052.9|Voting District 0052.9
PR|72|153|Yauco Municipio|051.10|Voting District 051.10
PR|72|153|Yauco Municipio|051.11|Voting District 051.11
PR|72|153|Yauco Municipio|052.10|Voting District 052.10
PR|72|153|Yauco Municipio|052.11|Voting District 052.11
PR|72|153|Yauco Municipio|052.12|Voting District 052.12
PR|72|153|Yauco Municipio|052.13|Voting District 052.13
PR|72|153|Yauco Municipio|ZZZZZZ|Voting Districts Not Defined
