STATE|STATEFP|COUNTYFP|COUNTYNAME|VTDST|VTDNAME
PR|72|099|Moca Municipio|0036.2|Voting District 0036.2
PR|72|099|Moca Municipio|0036.3|Voting District 0036.3
PR|72|099|Moca Municipio|0036.4|Voting District 0036.4
PR|72|099|Moca Municipio|0036.5|Voting District 0036.5
PR|72|099|Moca Municipio|0036.6|Voting District 0036.6
PR|72|099|Moca Municipio|0036.7|Voting District 0036.7
PR|72|099|Moca Municipio|0036.8|Voting District 0036.8
PR|72|099|Moca Municipio|0036.9|Voting District 0036.9
PR|72|099|Moca Municipio|0037.1|Voting District 0037.1
PR|72|099|Moca Municipio|0037.2|Voting District 0037.2
PR|72|099|Moca Municipio|0037.3|Voting District 0037.3
PR|72|099|Moca Municipio|036.10|Voting District 036.10
PR|72|099|Moca Municipio|036.11|Voting District 036.11
PR|72|101|Morovis Municipio|0020.1|Voting District 0020.1
PR|72|101|Morovis Municipio|0020.2|Voting District 0020.2
PR|72|101|Morovis Municipio|0020.3|Voting District 0020.3
PR|72|101|Morovis Municipio|0020.4|Voting District 0020.4
PR|72|101|Morovis Municipio|0020.5|Voting District 0020.5
PR|72|101|Morovis Municipio|0020.6|Voting District 0020.6
PR|72|101|Morovis Municipio|0020.7|Voting District 0020.7
PR|72|101|Morovis Municipio|0020.8|Voting District 0020.8
PR|72|101|Morovis Municipio|0020.9|Voting District 0020.9
PR|72|101|Morovis Municipio|020.10|Voting District 020.10
PR|72|101|Morovis Municipio|020.11|Voting District 020.11
PR|72|101|Morovis Municipio|020.12|Voting District 020.12
PR|72|101|Morovis Municipio|020.13|Voting District 020.13
PR|72|101|Morovis Municipio|020.14|Voting District 020.14
PR|72|103|Naguabo Municipio|0095.1|Voting District 0095.1
PR|72|103|Naguabo Municipio|0095.2|Voting District 0095.2
PR|72|103|Naguabo Municipio|0095.3|Voting District 0095.3
PR|72|103|Naguabo Municipio|0095.4|Voting District 0095.4
PR|72|103|Naguabo Municipio|0095.5|Voting District 0095.5
PR|72|103|Naguabo Municipio|0095.6|Voting District 0095.6
PR|72|103|Naguabo Municipio|0095.7|Voting District 0095.7
PR|72|103|Naguabo Municipio|0095.8|Voting District 0095.8
PR|72|103|Naguabo Municipio|0095.9|Voting District 0095.9
PR|72|103|Naguabo Municipio|095.10|Voting District 095.10
PR|72|103|Naguabo Municipio|095.11|Voting District 095.11
PR|72|103|Naguabo Municipio|095.12|Voting District 095.12
PR|72|103|Naguabo Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|105|Naranjito Municipio|0073.1|Voting District 0073.1
PR|72|105|Naranjito Municipio|0073.2|Voting District 0073.2
PR|72|105|Naranjito Municipio|0073.3|Voting District 0073.3
PR|72|105|Naranjito Municipio|0073.4|Voting District 0073.4
PR|72|105|Naranjito Municipio|0073.5|Voting District 0073.5
PR|72|105|Naranjito Municipio|0073.6|Voting District 0073.6
PR|72|105|Naranjito Municipio|0073.7|Voting District 0073.7
PR|72|105|Naranjito Municipio|0073.8|Voting District 0073.8
PR|72|105|Naranjito Municipio|0073.9|Voting District 0073.9
PR|72|105|Naranjito Municipio|073.10|Voting District 073.10
PR|72|105|Naranjito Municipio|073.11|Voting District 073.11
PR|72|105|Naranjito Municipio|073.12|Voting District 073.12
PR|72|107|Orocovis Municipio|0066.1|Voting District 0066.1
PR|72|107|Orocovis Municipio|0066.2|Voting District 0066.2
PR|72|107|Orocovis Municipio|0066.3|Voting District 0066.3
PR|72|107|Orocovis Municipio|0066.4|Voting District 0066.4
PR|72|107|Orocovis Municipio|0066.5|Voting District 0066.5
PR|72|107|Orocovis Municipio|0066.6|Voting District 0066.6
PR|72|107|Orocovis Municipio|0066.7|Voting District 0066.7
PR|72|107|Orocovis Municipio|0066.8|Voting District 0066.8
PR|72|107|Orocovis Municipio|0066.9|Voting District 0066.9
PR|72|107|Orocovis Municipio|066.10|Voting District 066.10
PR|72|107|Orocovis Municipio|066.11|Voting District 066.11
PR|72|107|Orocovis Municipio|066.12|Voting District 066.12
PR|72|107|Orocovis Municipio|066.13|Voting District 066.13
PR|72|107|Orocovis Municipio|066.14|Voting District 066.14
PR|72|107|Orocovis Municipio|066.15|Voting District 066.15
PR|72|107|Orocovis Municipio|066.16|Voting District 066.16
PR|72|107|Orocovis Municipio|066.17|Voting District 066.17
PR|72|109|Patillas Municipio|0091.1|Voting District 0091.1
PR|72|109|Patillas Municipio|0091.2|Voting District 0091.2
PR|72|109|Patillas Municipio|0091.3|Voting District 0091.3
PR|72|109|Patillas Municipio|0091.4|Voting District 0091.4
PR|72|109|Patillas Municipio|0091.5|Voting District 0091.5
PR|72|109|Patillas Municipio|0091.6|Voting District 0091.6
PR|72|109|Patillas Municipio|0091.7|Voting District 0091.7
PR|72|109|Patillas Municipio|0091.8|Voting District 0091.8
PR|72|109|Patillas Municipio|0091.9|Voting District 0091.9
PR|72|109|Patillas Municipio|091.10|Voting District 091.10
PR|72|109|Patillas Municipio|091.11|Voting District 091.11
PR|72|109|Patillas Municipio|091.12|Voting District 091.12
PR|72|109|Patillas Municipio|091.13|Voting District 091.13
PR|72|109|Patillas Municipio|091.14|Voting District 091.14
PR|72|109|Patillas Municipio|091.15|Voting District 091.15
PR|72|109|Patillas Municipio|091.16|Voting District 091.16
PR|72|109|Patillas Municipio|091.17|Voting District 091.17
PR|72|109|Patillas Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|111|Peñuelas Municipio|0059.1|Voting District 0059.1
PR|72|111|Peñuelas Municipio|0059.2|Voting District 0059.2
PR|72|111|Peñuelas Municipio|0059.3|Voting District 0059.3
PR|72|111|Peñuelas Municipio|0059.4|Voting District 0059.4
PR|72|111|Peñuelas Municipio|0059.5|Voting District 0059.5
PR|72|111|Peñuelas Municipio|0059.6|Voting District 0059.6
PR|72|111|Peñuelas Municipio|0059.7|Voting District 0059.7
PR|72|111|Peñuelas Municipio|0059.8|Voting District 0059.8
PR|72|111|Peñuelas Municipio|0059.9|Voting District 0059.9
PR|72|111|Peñuelas Municipio|059.10|Voting District 059.10
PR|72|111|Peñuelas Municipio|059.11|Voting District 059.11
PR|72|111|Peñuelas Municipio|059.12|Voting District 059.12
PR|72|111|Peñuelas Municipio|059.13|Voting District 059.13
PR|72|111|Peñuelas Municipio|059.14|Voting District 059.14
PR|72|111|Peñuelas Municipio|059.15|Voting District 059.15
PR|72|111|Peñuelas Municipio|059.16|Voting District 059.16
PR|72|111|Peñuelas Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|113|Ponce Municipio|0060.1|Voting District 0060.1
PR|72|113|Ponce Municipio|0060.2|Voting District 0060.2
PR|72|113|Ponce Municipio|0060.3|Voting District 0060.3
PR|72|113|Ponce Municipio|0060.4|Voting District 0060.4
PR|72|113|Ponce Municipio|0060.5|Voting District 0060.5
PR|72|113|Ponce Municipio|0060.6|Voting District 0060.6
PR|72|113|Ponce Municipio|0061.1|Voting District 0061.1
PR|72|113|Ponce Municipio|0061.2|Voting District 0061.2
PR|72|113|Ponce Municipio|0061.3|Voting District 0061.3
PR|72|113|Ponce Municipio|0061.4|Voting District 0061.4
PR|72|113|Ponce Municipio|0061.5|Voting District 0061.5
PR|72|113|Ponce Municipio|0061.6|Voting District 0061.6
PR|72|113|Ponce Municipio|0061.7|Voting District 0061.7
PR|72|113|Ponce Municipio|0061.8|Voting District 0061.8
PR|72|113|Ponce Municipio|0061.9|Voting District 0061.9
PR|72|113|Ponce Municipio|0062.1|Voting District 0062.1
PR|72|113|Ponce Municipio|0062.2|Voting District 0062.2
PR|72|113|Ponce Municipio|0062.3|Voting District 0062.3
PR|72|113|Ponce Municipio|0062.4|Voting District 0062.4
PR|72|113|Ponce Municipio|0062.5|Voting District 0062.5
PR|72|113|Ponce Municipio|0062.6|Voting District 0062.6
PR|72|113|Ponce Municipio|0062.7|Voting District 0062.7
PR|72|113|Ponce Municipio|0062.8|Voting District 0062.8
PR|72|113|Ponce Municipio|0062.9|Voting District 0062.9
PR|72|113|Ponce Municipio|061.10|Voting District 061.10
PR|72|113|Ponce Municipio|061.11|Voting District 061.11
PR|72|113|Ponce Municipio|061.12|Voting District 061.12
PR|72|113|Ponce Municipio|061.13|Voting District 061.13
PR|72|113|Ponce Municipio|061.14|Voting District 061.14
PR|72|113|Ponce Municipio|061.15|Voting District 061.15
PR|72|113|Ponce Municipio|061.16|Voting District 061.16
PR|72|113|Ponce Municipio|061.17|Voting District 061.17
PR|72|113|Ponce Municipio|061.18|Voting District 061.18
PR|72|113|Ponce Municipio|061.19|Voting District 061.19
PR|72|113|Ponce Municipio|061.20|Voting District 061.20
PR|72|113|Ponce Municipio|061.21|Voting District 061.21
PR|72|113|Ponce Municipio|061.22|Voting District 061.22
PR|72|113|Ponce Municipio|061.23|Voting District 061.23
PR|72|113|Ponce Municipio|061.24|Voting District 061.24
PR|72|113|Ponce Municipio|061.25|Voting District 061.25
PR|72|113|Ponce Municipio|061.26|Voting District 061.26
PR|72|113|Ponce Municipio|061.27|Voting District 061.27
PR|72|113|Ponce Municipio|061.28|Voting District 061.28
PR|72|113|Ponce Municipio|061.29|Voting District 061.29
PR|72|113|Ponce Municipio|062.10|Voting District 062.10
PR|72|113|Ponce Municipio|062.11|Voting District 062.11
PR|72|113|Ponce Municipio|062.12|Voting District 062.12
PR|72|113|Ponce Municipio|062.13|Voting District 062.13
PR|72|113|Ponce Municipio|062.14|Voting District 062.14
PR|72|113|Ponce Municipio|062.15|Voting District 062.15
PR|72|113|Ponce Municipio|062.16|Voting District 062.16
PR|72|113|Ponce Municipio|062.17|Voting District 062.17
PR|72|113|Ponce Municipio|062.18|Voting District 062.18
PR|72|113|Ponce Municipio|062.19|Voting District 062.19
PR|72|113|Ponce Municipio|062.20|Voting District 062.20
PR|72|113|Ponce Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|115|Quebradillas Municipio|0031.1|Voting District 0031.1
PR|72|115|Quebradillas Municipio|0031.2|Voting District 0031.2
PR|72|115|Quebradillas Municipio|0031.3|Voting District 0031.3
PR|72|115|Quebradillas Municipio|0031.4|Voting District 0031.4
PR|72|115|Quebradillas Municipio|0031.5|Voting District 0031.5
PR|72|115|Quebradillas Municipio|0031.6|Voting District 0031.6
PR|72|115|Quebradillas Municipio|0031.7|Voting District 0031.7
PR|72|115|Quebradillas Municipio|0031.8|Voting District 0031.8
PR|72|115|Quebradillas Municipio|0031.9|Voting District 0031.9
PR|72|115|Quebradillas Municipio|031.10|Voting District 031.10
PR|72|115|Quebradillas Municipio|031.11|Voting District 031.11
PR|72|115|Quebradillas Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|117|Rincón Municipio|0039.1|Voting District 0039.1
PR|72|117|Rincón Municipio|0039.2|Voting District 0039.2
PR|72|117|Rincón Municipio|0039.3|Voting District 0039.3
PR|72|117|Rincón Municipio|0039.4|Voting District 0039.4
PR|72|117|Rincón Municipio|0039.5|Voting District 0039.5
PR|72|117|Rincón Municipio|0039.6|Voting District 0039.6
PR|72|117|Rincón Municipio|0039.7|Voting District 0039.7
PR|72|117|Rincón Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|119|Río Grande Municipio|0101.1|Voting District 0101.1
PR|72|119|Río Grande Municipio|0101.2|Voting District 0101.2
PR|72|119|Río Grande Municipio|0101.3|Voting District 0101.3
PR|72|119|Río Grande Municipio|0101.4|Voting District 0101.4
PR|72|119|Río Grande Municipio|0102.1|Voting District 0102.1
PR|72|119|Río Grande Municipio|0102.2|Voting District 0102.2
PR|72|119|Río Grande Municipio|0102.3|Voting District 0102.3
PR|72|119|Río Grande Municipio|0102.4|Voting District 0102.4
PR|72|119|Río Grande Municipio|0102.5|Voting District 0102.5
PR|72|119|Río Grande Municipio|0102.6|Voting District 0102.6
PR|72|119|Río Grande Municipio|0102.7|Voting District 0102.7
PR|72|119|Río Grande Municipio|0102.8|Voting District 0102.8
PR|72|119|Río Grande Municipio|0102.9|Voting District 0102.9
PR|72|119|Río Grande Municipio|095.10|Voting District 095.10
PR|72|119|Río Grande Municipio|102.10|Voting District 102.10
PR|72|119|Río Grande Municipio|102.11|Voting District 102.11
PR|72|119|Río Grande Municipio|102.12|Voting District 102.12
PR|72|119|Río Grande Municipio|102.13|Voting District 102.13
PR|72|119|Río Grande Municipio|102.14|Voting District 102.14
PR|72|119|Río Grande Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|121|Sabana Grande Municipio|0049.1|Voting District 0049.1
PR|72|121|Sabana Grande Municipio|0049.2|Voting District 0049.2
PR|72|121|Sabana Grande Municipio|0049.3|Voting District 0049.3
PR|72|121|Sabana Grande Municipio|0049.4|Voting District 0049.4
PR|72|121|Sabana Grande Municipio|0049.5|Voting District 0049.5
PR|72|123|Salinas Municipio|0078.1|Voting District 0078.1
PR|72|123|Salinas Municipio|0078.2|Voting District 0078.2
PR|72|123|Salinas Municipio|0078.3|Voting District 0078.3
PR|72|123|Salinas Municipio|0078.4|Voting District 0078.4
PR|72|123|Salinas Municipio|0078.5|Voting District 0078.5
PR|72|123|Salinas Municipio|0078.6|Voting District 0078.6
PR|72|123|Salinas Municipio|0078.7|Voting District 0078.7
PR|72|123|Salinas Municipio|0078.8|Voting District 0078.8
PR|72|123|Salinas Municipio|0078.9|Voting District 0078.9
PR|72|123|Salinas Municipio|0085.1|Voting District 0085.1
PR|72|123|Salinas Municipio|0085.2|Voting District 0085.2
PR|72|123|Salinas Municipio|078.10|Voting District 078.10
PR|72|123|Salinas Municipio|078.11|Voting District 078.11
PR|72|123|Salinas Municipio|078.12|Voting District 078.12
PR|72|123|Salinas Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|125|San Germán Municipio|0043.1|Voting District 0043.1
PR|72|125|San Germán Municipio|0043.2|Voting District 0043.2
PR|72|125|San Germán Municipio|0043.3|Voting District 0043.3
PR|72|125|San Germán Municipio|0043.4|Voting District 0043.4
PR|72|125|San Germán Municipio|0043.5|Voting District 0043.5
PR|72|125|San Germán Municipio|0043.6|Voting District 0043.6
PR|72|125|San Germán Municipio|0043.7|Voting District 0043.7
PR|72|125|San Germán Municipio|0044.1|Voting District 0044.1
PR|72|125|San Germán Municipio|0044.2|Voting District 0044.2
PR|72|125|San Germán Municipio|0044.3|Voting District 0044.3
PR|72|125|San Germán Municipio|0044.4|Voting District 0044.4
PR|72|125|San Germán Municipio|0044.5|Voting District 0044.5
PR|72|125|San Germán Municipio|0044.6|Voting District 0044.6
PR|72|125|San Germán Municipio|0044.7|Voting District 0044.7
PR|72|125|San Germán Municipio|0044.8|Voting District 0044.8
PR|72|125|San Germán Municipio|0044.9|Voting District 0044.9
PR|72|125|San Germán Municipio|044.10|Voting District 044.10
PR|72|125|San Germán Municipio|044.11|Voting District 044.11
PR|72|125|San Germán Municipio|044.12|Voting District 044.12
PR|72|125|San Germán Municipio|044.13|Voting District 044.13
PR|72|127|San Juan Municipio|0001.1|Voting District 0001.1
PR|72|127|San Juan Municipio|0001.2|Voting District 0001.2
PR|72|127|San Juan Municipio|0001.3|Voting District 0001.3
PR|72|127|San Juan Municipio|0001.4|Voting District 0001.4
PR|72|127|San Juan Municipio|0001.5|Voting District 0001.5
PR|72|127|San Juan Municipio|0001.6|Voting District 0001.6
PR|72|127|San Juan Municipio|0001.7|Voting District 0001.7
PR|72|127|San Juan Municipio|0001.8|Voting District 0001.8
PR|72|127|San Juan Municipio|0001.9|Voting District 0001.9
PR|72|127|San Juan Municipio|0002.1|Voting District 0002.1
PR|72|127|San Juan Municipio|0002.2|Voting District 0002.2
PR|72|127|San Juan Municipio|0002.3|Voting District 0002.3
PR|72|127|San Juan Municipio|0002.4|Voting District 0002.4
PR|72|127|San Juan Municipio|0002.5|Voting District 0002.5
PR|72|127|San Juan Municipio|0002.6|Voting District 0002.6
PR|72|127|San Juan Municipio|0002.7|Voting District 0002.7
PR|72|127|San Juan Municipio|0002.8|Voting District 0002.8
PR|72|127|San Juan Municipio|0002.9|Voting District 0002.9
PR|72|127|San Juan Municipio|0003.1|Voting District 0003.1
PR|72|127|San Juan Municipio|0003.2|Voting District 0003.2
PR|72|127|San Juan Municipio|0003.3|Voting District 0003.3
PR|72|127|San Juan Municipio|0003.4|Voting District 0003.4
PR|72|127|San Juan Municipio|0003.5|Voting District 0003.5
PR|72|127|San Juan Municipio|0003.6|Voting District 0003.6
PR|72|127|San Juan Municipio|0003.7|Voting District 0003.7
PR|72|127|San Juan Municipio|0003.8|Voting District 0003.8
PR|72|127|San Juan Municipio|0003.9|Voting District 0003.9
PR|72|127|San Juan Municipio|0004.1|Voting District 0004.1
PR|72|127|San Juan Municipio|0004.2|Voting District 0004.2
PR|72|127|San Juan Municipio|0004.3|Voting District 0004.3
PR|72|127|San Juan Municipio|0004.4|Voting District 0004.4
PR|72|127|San Juan Municipio|0004.5|Voting District 0004.5
PR|72|127|San Juan Municipio|0004.6|Voting District 0004.6
PR|72|127|San Juan Municipio|0004.7|Voting District 0004.7
PR|72|127|San Juan Municipio|0004.8|Voting District 0004.8
PR|72|127|San Juan Municipio|0004.9|Voting District 0004.9
PR|72|127|San Juan Municipio|0005.1|Voting District 0005.1
PR|72|127|San Juan Municipio|0005.2|Voting District 0005.2
PR|72|127|San Juan Municipio|0005.3|Voting District 0005.3
PR|72|127|San Juan Municipio|0005.4|Voting District 0005.4
PR|72|127|San Juan Municipio|0005.5|Voting District 0005.5
PR|72|127|San Juan Municipio|0005.6|Voting District 0005.6
PR|72|127|San Juan Municipio|0005.7|Voting District 0005.7
PR|72|127|San Juan Municipio|0005.8|Voting District 0005.8
PR|72|127|San Juan Municipio|001.10|Voting District 001.10
PR|72|127|San Juan Municipio|001.11|Voting District 001.11
PR|72|127|San Juan Municipio|001.12|Voting District 001.12
PR|72|127|San Juan Municipio|001.13|Voting District 001.13
PR|72|127|San Juan Municipio|001.14|Voting District 001.14
PR|72|127|San Juan Municipio|001.15|Voting District 001.15
PR|72|127|San Juan Municipio|001.16|Voting District 001.16
PR|72|127|San Juan Municipio|001.17|Voting District 001.17
PR|72|127|San Juan Municipio|001.18|Voting District 001.18
PR|72|127|San Juan Municipio|001.19|Voting District 001.19
PR|72|127|San Juan Municipio|001.20|Voting District 001.20
PR|72|127|San Juan Municipio|001.21|Voting District 001.21
PR|72|127|San Juan Municipio|001.22|Voting District 001.22
PR|72|127|San Juan Municipio|001.23|Voting District 001.23
PR|72|127|San Juan Municipio|001.24|Voting District 001.24
PR|72|127|San Juan Municipio|001.25|Voting District 001.25
PR|72|127|San Juan Municipio|001.26|Voting District 001.26
PR|72|127|San Juan Municipio|001.27|Voting District 001.27
PR|72|127|San Juan Municipio|001.28|Voting District 001.28
PR|72|127|San Juan Municipio|001.29|Voting District 001.29
PR|72|127|San Juan Municipio|002.10|Voting District 002.10
PR|72|127|San Juan Municipio|002.11|Voting District 002.11
PR|72|127|San Juan Municipio|002.12|Voting District 002.12
PR|72|127|San Juan Municipio|002.13|Voting District 002.13
PR|72|127|San Juan Municipio|002.14|Voting District 002.14
PR|72|127|San Juan Municipio|002.15|Voting District 002.15
PR|72|127|San Juan Municipio|002.16|Voting District 002.16
PR|72|127|San Juan Municipio|002.17|Voting District 002.17
PR|72|127|San Juan Municipio|002.18|Voting District 002.18
PR|72|127|San Juan Municipio|002.19|Voting District 002.19
PR|72|127|San Juan Municipio|002.20|Voting District 002.20
PR|72|127|San Juan Municipio|002.21|Voting District 002.21
PR|72|127|San Juan Municipio|002.22|Voting District 002.22
PR|72|127|San Juan Municipio|002.23|Voting District 002.23
PR|72|127|San Juan Municipio|002.24|Voting District 002.24
PR|72|127|San Juan Municipio|002.25|Voting District 002.25
PR|72|127|San Juan Municipio|002.26|Voting District 002.26
PR|72|127|San Juan Municipio|002.27|Voting District 002.27
PR|72|127|San Juan Municipio|002.28|Voting District 002.28
PR|72|127|San Juan Municipio|003.10|Voting District 003.10
PR|72|127|San Juan Municipio|003.11|Voting District 003.11
PR|72|127|San Juan Municipio|003.12|Voting District 003.12
PR|72|127|San Juan Municipio|003.13|Voting District 003.13
PR|72|127|San Juan Municipio|003.14|Voting District 003.14
PR|72|127|San Juan Municipio|003.15|Voting District 003.15
PR|72|127|San Juan Municipio|003.16|Voting District 003.16
PR|72|127|San Juan Municipio|003.17|Voting District 003.17
PR|72|127|San Juan Municipio|003.18|Voting District 003.18
PR|72|127|San Juan Municipio|003.19|Voting District 003.19
PR|72|127|San Juan Municipio|003.20|Voting District 003.20
PR|72|127|San Juan Municipio|003.21|Voting District 003.21
PR|72|127|San Juan Municipio|003.22|Voting District 003.22
PR|72|127|San Juan Municipio|003.23|Voting District 003.23
PR|72|127|San Juan Municipio|003.24|Voting District 003.24
PR|72|127|San Juan Municipio|003.25|Voting District 003.25
PR|72|127|San Juan Municipio|003.26|Voting District 003.26
PR|72|127|San Juan Municipio|003.27|Voting District 003.27
PR|72|127|San Juan Municipio|003.28|Voting District 003.28
PR|72|127|San Juan Municipio|003.29|Voting District 003.29
PR|72|127|San Juan Municipio|004.10|Voting District 004.10
PR|72|127|San Juan Municipio|004.11|Voting District 004.11
PR|72|127|San Juan Municipio|004.12|Voting District 004.12
PR|72|127|San Juan Municipio|004.13|Voting District 004.13
PR|72|127|San Juan Municipio|004.14|Voting District 004.14
PR|72|127|San Juan Municipio|004.15|Voting District 004.15
PR|72|127|San Juan Municipio|004.16|Voting District 004.16
PR|72|127|San Juan Municipio|004.17|Voting District 004.17
PR|72|127|San Juan Municipio|004.18|Voting District 004.18
PR|72|127|San Juan Municipio|004.19|Voting District 004.19
PR|72|127|San Juan Municipio|004.20|Voting District 004.20
PR|72|127|San Juan Municipio|004.21|Voting District 004.21
PR|72|127|San Juan Municipio|004.22|Voting District 004.22
PR|72|127|San Juan Municipio|004.23|Voting District 004.23
PR|72|127|San Juan Municipio|004.24|Voting District 004.24
PR|72|127|San Juan Municipio|004.25|Voting District 004.25
PR|72|127|San Juan Municipio|004.26|Voting District 004.26
PR|72|127|San Juan Municipio|004.27|Voting District 004.27
PR|72|127|San Juan Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|129|San Lorenzo Municipio|0086.1|Voting District 0086.1
PR|72|129|San Lorenzo Municipio|0086.2|Voting District 0086.2
PR|72|129|San Lorenzo Municipio|0086.3|Voting District 0086.3
PR|72|129|San Lorenzo Municipio|0086.4|Voting District 0086.4
PR|72|129|San Lorenzo Municipio|0086.5|Voting District 0086.5
PR|72|129|San Lorenzo Municipio|0086.6|Voting District 0086.6
PR|72|129|San Lorenzo Municipio|0086.7|Voting District 0086.7
PR|72|129|San Lorenzo Municipio|0086.8|Voting District 0086.8
PR|72|129|San Lorenzo Municipio|0087.1|Voting District 0087.1
PR|72|129|San Lorenzo Municipio|0087.2|Voting District 0087.2
PR|72|129|San Lorenzo Municipio|0087.3|Voting District 0087.3
PR|72|129|San Lorenzo Municipio|0087.4|Voting District 0087.4
PR|72|129|San Lorenzo Municipio|0087.5|Voting District 0087.5
PR|72|129|San Lorenzo Municipio|0087.6|Voting District 0087.6
PR|72|131|San Sebastián Municipio|0033.1|Voting District 0033.1
PR|72|131|San Sebastián Municipio|0033.2|Voting District 0033.2
PR|72|131|San Sebastián Municipio|0033.3|Voting District 0033.3
PR|72|131|San Sebastián Municipio|0033.4|Voting District 0033.4
PR|72|131|San Sebastián Municipio|0033.5|Voting District 0033.5
PR|72|131|San Sebastián Municipio|0033.6|Voting District 0033.6
PR|72|131|San Sebastián Municipio|0033.7|Voting District 0033.7
PR|72|131|San Sebastián Municipio|0033.8|Voting District 0033.8
PR|72|131|San Sebastián Municipio|0033.9|Voting District 0033.9
PR|72|131|San Sebastián Municipio|033.10|Voting District 033.10
PR|72|131|San Sebastián Municipio|033.11|Voting District 033.11
PR|72|131|San Sebastián Municipio|033.12|Voting District 033.12
PR|72|131|San Sebastián Municipio|033.13|Voting District 033.13
PR|72|131|San Sebastián Municipio|033.14|Voting District 033.14
PR|72|131|San Sebastián Municipio|033.15|Voting District 033.15
PR|72|131|San Sebastián Municipio|033.16|Voting District 033.16
PR|72|131|San Sebastián Municipio|033.17|Voting District 033.17
PR|72|131|San Sebastián Municipio|033.18|Voting District 033.18
PR|72|131|San Sebastián Municipio|033.19|Voting District 033.19
PR|72|131|San Sebastián Municipio|033.20|Voting District 033.20
PR|72|133|Santa Isabel Municipio|0067.1|Voting District 0067.1
PR|72|133|Santa Isabel Municipio|0067.2|Voting District 0067.2
PR|72|133|Santa Isabel Municipio|0067.3|Voting District 0067.3
PR|72|133|Santa Isabel Municipio|0067.4|Voting District 0067.4
PR|72|133|Santa Isabel Municipio|0067.5|Voting District 0067.5
PR|72|133|Santa Isabel Municipio|0067.6|Voting District 0067.6
PR|72|133|Santa Isabel Municipio|0067.7|Voting District 0067.7
PR|72|133|Santa Isabel Municipio|0067.8|Voting District 0067.8
PR|72|133|Santa Isabel Municipio|0067.9|Voting District 0067.9
PR|72|133|Santa Isabel Municipio|067.10|Voting District 067.10
PR|72|133|Santa Isabel Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|135|Toa Alta Municipio|0013.1|Voting District 0013.1
PR|72|135|Toa Alta Municipio|0013.2|Voting District 0013.2
PR|72|135|Toa Alta Municipio|0013.3|Voting District 0013.3
PR|72|135|Toa Alta Municipio|0013.4|Voting District 0013.4
PR|72|135|Toa Alta Municipio|0013.5|Voting District 0013.5
PR|72|135|Toa Alta Municipio|0013.6|Voting District 0013.6
PR|72|135|Toa Alta Municipio|0013.7|Voting District 0013.7
PR|72|135|Toa Alta Municipio|0013.8|Voting District 0013.8
PR|72|135|Toa Alta Municipio|0013.9|Voting District 0013.9
PR|72|135|Toa Alta Municipio|013.10|Voting District 013.10
PR|72|135|Toa Alta Municipio|013.11|Voting District 013.11
PR|72|135|Toa Alta Municipio|013.12|Voting District 013.12
PR|72|135|Toa Alta Municipio|013.13|Voting District 013.13
PR|72|135|Toa Alta Municipio|013.14|Voting District 013.14
PR|72|137|Toa Baja Municipio|0014.1|Voting District 0014.1
PR|72|137|Toa Baja Municipio|0014.2|Voting District 0014.2
PR|72|137|Toa Baja Municipio|0014.3|Voting District 0014.3
PR|72|137|Toa Baja Municipio|0014.4|Voting District 0014.4
PR|72|137|Toa Baja Municipio|0014.5|Voting District 0014.5
PR|72|137|Toa Baja Municipio|0014.6|Voting District 0014.6
PR|72|137|Toa Baja Municipio|0014.7|Voting District 0014.7
PR|72|137|Toa Baja Municipio|0014.8|Voting District 0014.8
PR|72|137|Toa Baja Municipio|0014.9|Voting District 0014.9
PR|72|137|Toa Baja Municipio|014.10|Voting District 014.10
PR|72|137|Toa Baja Municipio|014.11|Voting District 014.11
PR|72|137|Toa Baja Municipio|014.12|Voting District 014.12
PR|72|137|Toa Baja Municipio|014.13|Voting District 014.13
PR|72|137|Toa Baja Municipio|014.14|Voting District 014.14
PR|72|137|Toa Baja Municipio|014.15|Voting District 014.15
PR|72|137|Toa Baja Municipio|014.16|Voting District 014.16
PR|72|137|Toa Baja Municipio|014.17|Voting District 014.17
PR|72|137|Toa Baja Municipio|014.18|Voting District 014.18
PR|72|137|Toa Baja Municipio|014.19|Voting District 014.19
PR|72|137|Toa Baja Municipio|014.20|Voting District 014.20
PR|72|137|Toa Baja Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|139|Trujillo Alto Municipio|0109.1|Voting District 0109.1
PR|72|139|Trujillo Alto Municipio|0109.2|Voting District 0109.2
PR|72|139|Trujillo Alto Municipio|0109.3|Voting District 0109.3
PR|72|139|Trujillo Alto Municipio|0109.4|Voting District 0109.4
PR|72|139|Trujillo Alto Municipio|0109.5|Voting District 0109.5
PR|72|139|Trujillo Alto Municipio|0109.6|Voting District 0109.6
PR|72|139|Trujillo Alto Municipio|0109.7|Voting District 0109.7
